ID,Description,Entry_ID,Comment
SN001585,spend the day,hosi,
SN001586,be useful,hosi,
SN001587,use,hosiisi,
SN001588,spend_the_day,hosiisi,
SN001589,cause to spend the day,hosisi,
SN001590,stand upright,hossi_yi,
SN001591,flock of animals,LX000649,
SN001592,place where one stays,LX000649,
SN001593,cloth; rag,LX000650,
SN001594,old cloths,LX000651,
SN001595,shrub,LX000652,
SN001596,understand; be sure,hubati,
SN001597,ascertain,LX000653,
SN001598,hunger; famine,hude,
SN001599,be hungry,LX000654,
SN001600,doubt,huluullami,
SN001601,part of contents in waasa hole,huma,
SN001602,the lower part; under,hunda,
SN001603,destroy; kill; waste; wrong smbdy; throw away,huni,
SN001604,get rid of,huni,
SN001605,sweat,hunke,
SN001606,sweat,hunki,
SN001607,sweat,LX000655,
SN001608,cause sweat,LX000655,
SN001609,power; energy; strength,hunna,
SN001610,cause to destroy,hunsiisi,
SN001611,meal; dinner,hurbate,late in the day
SN001612,eat,LX000656,
SN001613,heal (tr),hursi,
SN001614,doubt,hutaabi,
SN001615,shiver,LX000657,
SN001616,fence,LX000658,
SN001617,make a fence,LX000659,
SN001618,bush,LX000660,
SN001619,earth,huulla,
SN001620,be engaged to be married,LX000661,
SN001621,prayer,LX000662,
SN001622,pray; plead with,LX000663,
SN001623,plead with,LX000663,
SN001624,beg,LX000663,
SN001625,person who prays,LX000664,
SN001626,pray,LX000665,
SN001627,destroy for oneself,LX000666,
SN001628,lose,LX000666,in business
SN001629,snow; hail,kaade,
SN001630,deny; despise,kaadi,
SN001631,strong,LX000667,"drink, animal etc."
SN001632,become strong,LX000668,
SN001633,strength; encouragement,LX000669,
SN001634,strengthen; harden; insist,LX000670,
SN001635,split,kaani,take off the thick leaves forming the trunk of the ensete palm
SN001636,be planted,kaasami,
SN001637,ball,kaase,
SN001638,plant; put into the earth,kaasi,
SN001639,plant for oneself,LX000671,
SN001640,plant; seedling,LX000672,
SN001641,luck; blessing; abundance,kaayya,
SN001642,lucky woman,kaayyaatame,
SN001643,lucky man,kaayyaatamo,
SN001644,good luck,kaayyo,
SN001645,helper,LX000673,
SN001646,help each other,LX000674,
SN001647,help; serve; be useful,LX000675,
SN001648,help,LX000676,
SN001649,here,kaba,
SN001650,go here and there,LX000677,
SN001651,here; from here,kabanni,
SN001652,by here,kabanni,
SN001653,downwards,kabanni,
SN001654,be restless; work rapidly,kabbaanami,Source: G
SN001655,difficult,kabbade,
SN001656,to those who are here,kabiirira,
SN001657,here,LX000678,
SN001658,be kicked; be suppressed,kadami,
SN001659,step; kick; dance,kadi,
SN001660,suppress politically,kadi,
SN001661,cause to step on,kadisiisi,
SN001662,long for,LX000679,
SN001663,spread for oneself,LX000679,
SN001664,cause to long for,LX000680,
SN001665,wrap,kafani,corpse
SN001666,pay,kaffali,
SN001667,how many!,LX000681,
SN001668,so many,LX000681,
SN001669,tread,kaggadi,
SN001670,become hostile to each other,kahami,
SN001671,priesthood,kainatimma,
SN001672,but,kainni,
SN001673,however,kainnilla,
SN001674,lift up; cause to rise,kaisi,
SN001675,raise up,kaisiisi,
SN001676,tread,kakkadi,waasa
SN001677,cholera; infection,LX000682,
SN001678,induce to evil deed,kakkaisi,
SN001679,sacrificer,LX000683,
SN001680,sacrifice,kakkali,
SN001681,sacrifice,kakkalo,goat or similar to the spirits in order to obtain a favour
SN001682,very strong; coarse; wrinkled,LX000684,cf. Leslau: k'wärfadda horny (hands) from cold
SN001683,sacrifice to the spirits in one's own interest,LX000685,
SN001684,creation,LX000686,
SN001685,create,LX000687,
SN001686,pasture,kalo,
SN001687,turn (itr),kamballi_yi,
SN001688,turn (tr),LX000688,
SN001689,separate,kani,
SN001690,grasshopper,LX000689,
SN001691,liar,LX000690,
SN001692,liar,LX000691,
SN001693,lie,LX000692,not to tell the truth
SN001694,cause to tell lies,LX000693,
SN001695,lie,LX000694,
SN001696,be laid down; be spread,karami,"tree, blanket"
SN001697,spread a mat; prepare a bed; fell a tree,kari,
SN001698,judge (fig.),kari,Source: M
SN001699,be mixed; be involved,karsami,
SN001700,mix,karsi,
SN001701,charge; accuse,kassasi,
SN001702,satisfy,LX000695,
SN001703,glowing wood; charcoal,LX000696,
SN001704,town; city; village,katama,
SN001705,kick,LX000697,
SN001706,reach a place,LX000697,"lit. kick for oneself, tread"
SN001707,there,LX000698,
SN001708,resurrection,LX000699,
SN001709,here and there,LX000700,
SN001710,and then,LX000701,
SN001711,space just outside of the door,LX000702,
SN001712,rise; concern; protest,LX000703,
SN001713,arise,LX000703,
SN001714,begin,LX000703,
SN001715,however,LX000704,
SN001716,beside,LX000705,
SN001717,except,LX000705,
SN001718,measurement; criterion,keeno,SAED
SN001719,recover,keeraabi,
SN001720,leave alone,keeraabi,
SN001721,cleanse,keeraansi,
SN001722,peace; cleanness; healthiness,LX000706,
SN001723,clean thing or person; healthy thing or person; just (religious) thing or person,LX000707,
SN001724,peace,keere,
SN001725,greet,LX000708,lit. take along peace
SN001726,pacify; heal,keereessi,
SN001727,good-bye,keerunni,"lit. (go, stay) in peace"
SN001728,wait; stay,LX000709,
SN001729,let smbdy wait,LX000710,
SN001730,panic(?),LX000711,"be warm, sweat, glow"
SN001731,butt,kibbi,hit with the head
SN001732,meet on the road unexpectedly,kibbi_yi,
SN001733,class,kifile,
SN001734,sorcerer; cheater,LX000712,
SN001735,practice sorcery,kiili,
SN001736,sorcery,kiilo,
SN001737,be considered sufficient or worthy,kiirami,
SN001738,count; regard; consider; consider worthy,kiiri,
SN001739,number in a list; verse in the Bible,kiiro,
SN001740,cause to regard; cause to count,kiirsiisi,
SN001741,pocket,kiise,
SN001742,come in multitudes,kimbilli_yi,
SN001743,make come in multitudes,LX000713,
SN001744,do simultaneously,LX000713,
SN001745,stones,kinna,
SN001746,stone,LX000714,
SN001747,Christ,kirisitoosi,
SN001748,Christian,LX000715,
SN001749,Christ,kirittoosa,
SN001750,touch,kisi,
SN001751,charge,kisse,
SN001752,be filled to the top,kitti_yi,
SN001753,2PL,LX000716,
SN001754,perhaps,LX000717,preceded by the final conjugation
SN001755,from here,LX000718,
SN001756,into here,LX000719,
SN001757,here,LX000720,
SN001758,melt (itr),LX000721,
SN001759,mix butter with odorous herb species,LX000722,
SN001760,melt (tr); filter,LX000722,SAED
SN001761,collect (itr),kofami,liquid
SN001762,be darkened,koffi_yi,
SN001763,hold with the hands so that nothing falls out of the vessel,kofi,
SN001764,throat,kokke,
SN001765,big drinking cup,kokkobbe,
SN001766,big drinking cup,LX000723,
SN001767,thistle,LX000724,
SN001768,castration,kola,
SN001769,castrate,kolaasi,ox
SN001770,black,LX000725,
SN001771,good pasture,kolo,
SN001772,resentment,koma,
SN001773,snore,kondoori,
SN001774,area around the mouth,konka,
SN001775,around,konkira,
SN001776,roll (itr),konkolaati,
SN001777,those,LX000726,a little far
SN001779,this,konne_2,
SN001780,well then,LX000727,
SN001781,thus,konninni,
SN001782,from now,konninni,
SN001783,besides,konninni_wole,
SN001784,because of this; for this,konnira,
SN001785,black,konta,
SN001786,skin cloth,LX000728,"like shirt, worn inside"
SN001787,you there,koo,
SN001788,hole for water-pot,LX000729,
SN001789,saddle,koora,
SN001790,saddle,koori,
SN001791,coat,koote,
SN001792,that (remote),LX000730,
SN001793,there (remote),LX000730,
SN001794,that (distant),LX000730,
SN001795,that (distal),LX000731,
SN001796,that (remote),LX000731,
SN001797,call of attention directed at one male person,LX000732,
SN001798,those (remote),LX000733,
SN001799,shoes,LX000734,
SN001800,reason,kora,
SN001801,these,kore,
SN001803,create reason,kori,
SN001804,occasion; reason,korkaata,
SN001805,big drum,korobo,
SN001806,flea,LX000735,
SN001807,bee-hive,LX000736,
SN001808,person with lame hand,LX000737,
SN001809,shoe(s),LX000738,
SN001810,good leaves,LX000739,ensete
SN001811,leaves,LX000739,
SN001812,bear grudge; retaliate,LX000740,
SN001813,jump,kubbi,
SN001814,here,LX000741,
SN001815,jump repeatedly,kukkubbi,
SN001816,be told,kulami,
SN001817,tell; confess; tell the solution of a riddle,kuli,
SN001818,telling,kulo,
SN001819,prophesy,kulo,
SN001820,thousand,kume,
SN001821,behold!; lo!,kuneeti,calling attention
SN001822,this.NOM,kuni,
SN001823,this.OBL,kunni,
SN001824,pods,kura,
SN001825,hole in the road; hole in the floor of the house,kurfo,
SN001826,these,kuri,
SN001827,these,kuriri,
SN001828,those,LX000742,very far
SN001829,ambush,LX000743,
SN001830,threshing-tool,kuta,
SN001831,that (distal),LX000744,
SN001832,one to the other,LX000745,
SN001833,the one... the other; each other,LX000746,
SN001834,those (distal),LX000747,
SN001835,confess,LX000748,
SN001836,patch; prolong a matter; talk away,LX000749,
SN001837,chat,LX000749,
SN001838,patch for oneself,LX000750,
SN001839,piece of hide which one lays on donkey; patch,LX000751,
SN001840,walk,LX000752,
SN001841,memory; remembrance; suggestion,LX000753,
SN001842,suggestion,LX000753,
SN001843,remember,LX000754,
SN001844,remind,LX000755,
SN001845,propose,LX000756,
SN001846,childhood,LX000757,
SN001847,baby; child 1-7 years old,LX000758,
SN001848,babies,LX000759,
SN001849,word; voice; language,LX000760,
SN001850,language,LX000760,
SN001851,voice,LX000760,
SN001852,sorcerer,LX000761,
SN001853,be a sorcerer,LX000762,
SN001854,seasoning,LX000763,"things to be put into finished waasa to enrich the flavour; milk, colliflower, wott, etc."
SN001855,drink,LX000764,together with food
SN001856,stretch one's body; walk to and fro,LX000765,after sleep. Source: G
SN001857,hit with flat hand; press together waasa for travelling provisions,LX000766,
SN001858,third day in the Sidaama four-day week,LX000767,
SN001859,affluence; luxury; comfort,LX000768,
SN001860,small provisional house,LX000769,
SN001861,fourth day in the four-day Sidaama week,LX000770,
SN001862,affluent person,LX000771,
SN001863,leader,LX000772,of high ancestry
SN001864,leadership; qualification,LX000773,
SN001865,house and immediate surroundings,LX000774,"includes garden, neighbours"
SN001866,family,LX000774,
SN001867,be taken prisoner of war,LX000775,
SN001868,capture,LX000776,
SN001869,"small store for corn, coffee etc.",LX000777,
SN001870,wrong smbdy,LX000778,
SN001871,deny,LX000778,"have, but not give"
SN001872,forbid,LX000778,
SN001873,enemy; antagonist,LX000779,
SN001874,few,LX000780,fewer than Siima
SN001875,monkeys,LX000781,
SN001876,conceive,LX000782,become pregnant
SN001877,monkey,LX000783,
SN001878,spear,LX000784,small kind of
SN001879,conscience,LX000785,
SN001880,barn; store for cereals,LX000786,
SN001881,wheel; a children's game,LX000787,the idea of which is to hit inside a ring of lianes
SN001882,make pregnant,LX000788,ox
SN001883,bear a calf,LX000788,cow
SN001884,remember,LX000789,
SN001885,interest (of money),LX000790,
SN001886,conception,LX000791,
SN001887,roof,LX000792,
SN001888,be choked (itr),LX000793,
SN001889,strangle,LX000793,
SN001890,taste,LX000794,
SN001891,yoke,LX000795,
SN001892,be lucky,LX000796,
SN001893,lucky person,LX000797,
SN001894,suck breast,LX000798,baby
SN001895,give breast,LX000799,
SN001896,fenced-in grassland; paradise,LX000800,
SN001897,main; important,LX000801,
SN001898,tip of spear; beginning; turn,LX000802,
SN001899,sharp,LX000803,
SN001900,be bitter,LX000804,
SN001901,bitter,LX000805,
SN001902,tree species,LX000806,
SN001903,hook; anchor; pair of tongs,LX000807,
SN001904,piece of wood,LX000808,gadget on the door to warn against thieves
SN001905,make a noise on the door,LX000809,
SN001906,customs officer,LX000810,
SN001907,desert,LX000811,"remote area, no people live there, earlier battlefield"
SN001908,queen; the foremother,LX000812,wife of king
SN001909,baggage,LX000813,sacks loaded on animal
SN001910,prepare luggage,LX000814,
SN001911,pack for the road,LX000815,
SN001912,serve,LX000816,
SN001913,trouble,LX000817,
SN001914,trouble,LX000818,
SN001915,suffering,LX000819,
SN001916,be troubled; worry; suffer,LX000820,
SN001917,cause trouble; be difficult,LX000821,
SN001918,trouble,LX000822,
SN001919,coffee,LX000823,"green, not yet ripe"
SN001920,ensete juice,LX000824,"the water pressed from ensete pulp. It has low quality as food, but may be mixed into injera."
SN001921,pierce; put into; plant,LX000825,
SN001922,put into,LX000825,
SN001923,substitute; replace,LX000825,
SN001924,pierce (for oneself) put smth into smth (in the games Kale and daSe); place,LX000826,in one´s own interest
SN001925,put,LX000826,
SN001926,pierce,LX000826,
SN001927,quarrel,LX000827,
SN001928,village,LX000828,
SN001929,scoff at,LX000829,
SN001930,neighbourhood; end (of cloth); shore; corner,LX000830,
SN001931,take aside,LX000831,
SN001932,around N; close to N; alongside N,LX000832,
SN001933,fast,LX000833,
SN001934,fast unvoluntarily,LX000834,
SN001935,be punished,LX000835,
SN001936,punish,LX000836,
SN001937,silence,LX000837,
SN001938,man at marriage age,LX000838,
SN001939,small cake made of waasa or maize,LX000839,
SN001940,win over; control,LX000840,
SN001941,caesar,LX000841,
SN001942,priests; ministers,LX000842,
SN001943,priest; minister; pastor,LX000843,
SN001944,shout of support or antagonism; demonstration,LX000844,
SN001945,sing and dance in rings or groups; fight for fun,LX000845,
SN001946,win over for oneself,LX000846,
SN001947,sbdy guilty of killing a relative,LX000847,
SN001948,shiver,LX000848,
SN001949,malaria,LX000849,
SN001950,cold; slow at work,LX000850,
SN001951,become cold; be alleviated,LX000851,
SN001952,cool down (tr); commemorate a dead,LX000852,
SN001953,thorny fence,LX000853,
SN001954,depth,LX000854,
SN001955,breeze,LX000855,
SN001957,suitability,LX000857,
SN001958,be suitable; be prepared; be worthy,LX000858,
SN001959,suitable; humble; servile,LX000859,
SN001960,adapt,LX000860,
SN001961,suit; be agreeable,LX000861,
SN001962,accomodate; establish for oneself,LX000862,
SN001963,right (opp. left); strategy,LX000863,
SN001964,suit,LX000864,
SN001965,right (opp. left),LX000865,
SN001966,cut down (tree),LX000866,
SN001967,make a sign,LX000867,"with hand, head, eye, lip etc."
SN001968,whisper,LX000867,
SN001969,squeeze (waasa); pepare (food),LX000868,
SN001970,knead (waasa) for oneself,LX000869,
SN001971,squeeze (waasa),LX000869,
SN001972,preparation of food,LX000870,
SN001973,kind of bread,LX000871,
SN001974,be ready,LX000872,
SN001975,prepare,LX000873,
SN001976,prepare for oneself,LX000874,
SN001977,castor oil bush,LX000875,
SN001978,gird oneself,LX000876,
SN001979,inner clothes; military equipment,LX000877,SAED
SN001980,"big container for cereals, coffee etc.",LX000878,
SN001981,peel,LX000879,
SN001982,enclosure,LX000880,
SN001983,fence in,LX000881,
SN001984,answer,LX000882,
SN001985,turn (tr); return (tr); answer; translate; further do,LX000883,
SN001986,answer,LX000883,
SN001987,repeat,LX000883,
SN001988,return,LX000883,
SN001989,answer; account,LX000884,
SN001990,cause smbdy to answer; cause to give back,LX000885,
SN001991,compete,LX000886,
SN001992,highland; enclosure for cattle,LX000887,Source: G
SN001993,scratch,LX000888,
SN001994,have an empty stomach; shrink from fear,LX000889,
SN001995,wing(s); page of book; leaves covering the ear of corn; folds of clothes,LX000890,
SN001996,be hit by an accident,LX000891,
SN001997,bring calamity,LX000892,
SN001998,calabash; pear-formed fruit with hard shell; skull,LX000893,
SN001999,wither; lose weight,LX000894,"plants, people; SAED"
SN002000,joke; mock,LX000895,
SN002001,joking; mockery,LX000896,
SN002002,a children's game,LX000897,
SN002003,money purse kept under belt,LX000898,
SN002004,wooden plate; carved vessel like Tilte (Abala; from oromo),LX000899,
SN002005,enquire; examine; interrogate,LX000900,
SN002006,investigate,LX000900,
SN002007,ask,LX000900,
SN002008,interrogate,LX000900,
SN002009,cut; polish; beat again and again,LX000901,
SN002010,found a house; found a town,LX000902,
SN002011,interfere with women´s work,LX000902,
SN002012,be careful; be abstinent,LX000903,
SN002013,be careful; be abstinent,LX000904,
SN002014,stiffen,LX000905,corpse
SN002015,"abstain; be temperate; eat moderately; take care not to do, in own interest",LX000906,
SN002016,rumour,LX000907,
SN002017,become cold,LX000908,
SN002018,shoulder,LX000909,
SN002019,skin cloth,LX000909,
SN002020,pair of oxen under yoke,LX000909,
SN002021,beside,LX000910,
SN002022,kick back; plough,LX000911,SAED
SN002023,spy,LX000911,
SN002024,joint; power,LX000912,
SN002025,axe,LX000913,
SN002026,turn for oneself; return,LX000914,
SN002027,fingers; toes,LX000915,
SN002028,finger; toe,LX000916,
SN002029,be moist,LX000917,
SN002030,moisten,LX000918,
SN002031,moisture,LX000919,
SN002032,separated from the chaff; clean; holy,LX000920,
SN002033,be threshed,LX000921,
SN002034,recover; be holy,LX000921,
SN002035,holyness,LX000922,
SN002036,the holy ones,LX000923,
SN002037,clean (cereals); sanctify,LX000924,
SN002038,remember suddenly,LX000925,
SN002039,fish,LX000926,
SN002040,"make known; speak symbolically, in signs",LX000927,
SN002041,cripple without a hand,LX000928,
SN002042,scorpion,LX000929,
SN002043,resentment,LX000930,
SN002044,gnash,LX000931,teeth
SN002045,carve a stone or a tree,LX000932,
SN002046,sharpen,LX000932,
SN002047,sharpen for oneself,LX000933,
SN002048,eggs,LX000934,
SN002049,egg,LX000935,
SN002050,scorch; burn lightly,LX000936,
SN002051,proceed slowly,LX000937,
SN002052,remember,LX000938,
SN002053,kind of grass,LX000939,
SN002054,belt; girdle (of women),LX000939,
SN002055,row; sail,LX000940,
SN002056,be sorry,laalaati,
SN002057,bear fruit; be ripe,laali,
SN002058,fruit,laalo,
SN002059,fruit,LX000941,
SN002060,diesel oil; lamp oil,laamba,
SN002061,lame person,LX000942,
SN002062,be lame,LX000943,
SN002063,bring forth fruit,LX000944,
SN002064,lick,LX000945,
SN002065,flame; blaze; flicker; flap,laba_yi,"fire, wings"
SN002066,flap,laba_yi,
SN002067,male,labbaa,
SN002068,male persons,labballo,
SN002069,it seems to us,labe_leellannonke,
SN002070,it seems to you (sg),labe_lellannohe,
SN002071,resemble; be close; be around; seem to,labi,
SN002072,tell (a parable); compare; pretend,labinsi,
SN002073,pretend,labinsi,
SN002074,likeness; example; parable,LX000946,
SN002075,nail; pierce,laddi,
SN002076,woman who has not yet had children; people who have few children,LX000947,
SN002077,"person who is on foot, not on horeseback",LX000947,
SN002078,people who have few children,LX000948,
SN002079,valley,laga,with or without water
SN002080,be careful; watch out; see for oneself,LX000949,
SN002081,second,lainki,
SN002082,second,lainkiidi,
SN002083,a second time; again,LX000950,
SN002084,a second time; again,lainkita_hige,
SN002085,proclaim; preach,lallabi,
SN002086,cattle,lalo,cows and oxen
SN002087,week,lamala_1,-7
SN002088,seven,lamala_2,
SN002089,seventy,lamalao,
SN002090,seventh,lamalki,
SN002091,two,lame,
SN002092,name of man,lammiso,
SN002093,name of woman,langanno,
SN002094,call people together and inform them,lassi,
SN002095,invitation,lasso,
SN002096,be extended; flourish,lati,
SN002097,see; regard; test,LX000951,
SN002098,test,LX000951,
SN002099,fortunate; comfortable,LX000952,
SN002100,investigation,LX000953,
SN002101,sixty-and …,leaina,
SN002102,sixty,leao,
SN002103,be added,ledami,
SN002104,more,lede,
SN002105,besides,LX000954,
SN002106,again and again; over and over again,lede_lede,
SN002107,add; repeat; differ,ledi,
SN002108,cause to add,ledisiisi,
SN002109,together,ledo_1,
SN002110,partaker; company,ledo_2,
SN002111,company,ledo_2,
SN002112,together with; by (passive agent),ledo_3,
SN002113,six,lee,
SN002114,name of man,leegamo,
SN002115,sixth,leeikki,
SN002116,appear; show oneself,leellami,
SN002117,appear,leelli,
SN002118,show,leelli,
SN002119,show,LX000955,
SN002120,show oneself,LX000956,
SN002121,bamboos,leemma,
SN002122,tame,LX000957,
SN002123,tame for oneself,LX000958,
SN002124,show off,LX000959,boast: look at me!
SN002125,evening; dusk,LX000960,
SN002126,become dusk,LX000961,
SN002127,"without saddle, load, burden",LX000962,"horse, woman"
SN002128,foot; feet; messenger,lekka,
SN002129,scorpion,LX000963,
SN002130,foot-end of bed,lekkallo,
SN002131,edible fruit,LX000964,species
SN002132,pigeon,lemboola,
SN002133,twenty-and …,lemina,
SN002134,twenty,lemo,
SN002135,name of woman,lenda,
SN002136,rock,LX000965,
SN002137,do again; repeat for oneself; gain; profit (in business),LX000966,
SN002138,new,LX000967,
SN002139,new,LX000968,
SN002140,mix water and flour; knead,liisi,
SN002141,right,likke,
SN002142,borrow,LX000969,
SN002143,lend,LX000970,
SN002144,loan,LX000971,
SN002145,fog,LX000972,
SN002146,wink of the eye; short time; sudden action,LX000973,
SN002147,wink; do smth rapidly,LX000974,
SN002148,do quickly,LX000974,
SN002149,emphasize; do in a brutal manner,LX000975,
SN002150,do properly; tighten,LX000975,
SN002151,lash,LX000976,made of leather straps
SN002152,quagmire; soft sand,LX000977,
SN002153,sink; dive,LX000978,
SN002154,drip,LX000979,
SN002155,understand,LX000979,
SN002156,fortunately; unexpectedly; certainly,LX000980,
SN002157,big,lobiidi,
SN002158,big (with N.SG); many (with N.PL); loud,lobo,with sg. N.
SN002159,much,lobo,
SN002160,many,lobo,
SN002161,much,lobo_gede,
SN002162,very,LX000981,lit. up to much
SN002163,much,LX000981,
SN002164,inundation,lolahe,
SN002165,flood,lolahi,
SN002166,workers,loosaasine,
SN002167,worker,LX000982,
SN002168,work,loosi,
SN002169,do,loosi,
SN002170,work for oneself,LX000983,
SN002171,employ,LX000984,cause to work for oneself
SN002172,work,looso,
SN002173,grow up,LX000985,
SN002174,bring up; rear,lossi,
SN002175,bring up,LX000986,one´s own children
SN002176,8 years feast of the 'Gada' (age class) system; a certain time of receiving power for a couple of months,luba,
SN002177,very careful person,lubbaamo,
SN002178,guard; take care of,LX000987,
SN002179,be very careful,LX000987,
SN002180,soul; life,lubbo,
SN002181,life,lubbo,
SN002182,alive,lubbo,
SN002183,save smbdy's life,LX000988,
SN002184,return to life after fatal illness,LX000989,
SN002185,be alive,LX000990,
SN002186,hen,LX000991,
SN002187,hens,lukkuba,
SN002188,pick out,LX000992,"thorn, vegetable, eye"
SN002189,rinse,LX000993,"wash the mouth with milk, and swallow, after eating"
SN002190,creep,LX000994,
SN002191,sharp iron; piece of wood thrown as an arrow,luluma,Source: G
SN002192,escape,LX000995,
SN002193,howl,luuli,
SN002194,howl; strong voice,luulo,
SN002195,produce a sound,luuti,
SN002196,what,ma,
SN002197,why,ma,
SN002198,for what,ma,
SN002199,how big,LX000996,lit. of what size
SN002200,how much; to which extent; how many; for how long time,LX000997,lit. up to what size
SN002201,how are you,LX000998,greeting
SN002202,when; at what time,ma_yanna,
SN002203,what kind,LX000999,
SN002204,climbing plant,LX001000,species
SN002205,water-pot,LX001001,"medium size, girls carry water in it from the well"
SN002206,meat,maala,
SN002207,miracle,maalale,
SN002208,be surprised; admire,LX001002,
SN002209,association; organization; congregation,maamara,
SN002210,tell a proverb,maammahi,
SN002211,proverb,LX001003,
SN002212,accuracy; expertice in household and economy,maana,
SN002213,economization,LX001004,
SN002214,be forgiven; be shown mercy,maarami,
SN002215,forgive; be merciful,maari,
SN002216,forgiveness; grace,maaro,
SN002217,be blessed,maassami,
SN002218,be blessed; graduate,LX001005,
SN002219,praise; bless,LX001006,
SN002220,blessing,maasso,
SN002221,women´s necklace,maataaba,
SN002222,family; household,maate,from Oromo
SN002223,folk tales,maatto,
SN002224,hide; conceal,LX001007,
SN002225,younger,LX001008,
SN002226,lower; smaller,LX001009,
SN002227,wound,mada,
SN002228,fence around tomb,madaada,
SN002229,foundation of house,madaada,Source: M
SN002230,bury a relative,LX001010,
SN002231,patient; person with a wound,LX001011,
SN002232,bury,madaari,
SN002233,have a wound,LX001012,
SN002234,wound oneself,LX001013,
SN002235,very rich,LX001014,
SN002236,very much,LX001015,
SN002237,wish,LX001016,
SN002238,sorcerer; shaman; witchdoctor,LX001017,
SN002239,witchdoctor,LX001017,
SN002240,name of man,magane,
SN002241,volcano,magani_bale,
SN002242,divinity,maganimma,
SN002243,God,magano,
SN002244,my Lord,LX001018,
SN002245,thank you,LX001019,lit. may God give you
SN002246,plead with,LX001020,
SN002247,hepatites,magarto,
SN002248,obey; say OK,mahoyye_yi,
SN002249,all right!,LX001021,
SN002250,why? for what?,maira,
SN002251,red dust of earth; red clay; whitewash,maka,
SN002252,car,makeena,
SN002253,car,makina,
SN002254,turn crazy,makkali,
SN002255,very small thing; cell,makkaraara,
SN002256,be in trouble; be in a squeeze,makkaraari,
SN002257,eat,LX001022,S: cattle
SN002258,hindrance; obstruction,LX001023,
SN002259,set a trap; create trouble,LX001024,
SN002260,plan,mala,
SN002261,pus,malaa,
SN002262,sign,malaate,
SN002263,indicate,malaatisi,
SN002264,give a sign,malaatisiisi,
SN002265,honey; honey-wine,malabo,
SN002266,ordinary,LX001025,
SN002267,think; believe; permit; agree on,mali,
SN002268,be partial; be prejudized,malladi,
SN002269,answer,malse,
SN002270,where,mama,
SN002271,at what time?,mamaro,
SN002272,where specifically,LX001026,
SN002273,when?,mamoote,
SN002274,for what time?,mamootira,
SN002275,be small,maniissi,
SN002276,people; important people,manna,
SN002277,manhood,mannimma,
SN002278,body,mannimma,
SN002279,manhood,manninaate,
SN002280,people; people from everywhere,mannu_mannimmante,
SN002281,is it boy or girl?,mannunku_maati,question to a fresh mother
SN002282,pigs,LX001027,
SN002283,man,LX001028,
SN002284,woman,LX001028,
SN002285,cover oneself with grass for ritual cleaning,LX001029,
SN002286,Mary,marame,
SN002287,merciful (person),mararaamo,
SN002288,feel compassion,marari,
SN002289,choose,LX001030,
SN002290,reach a destination; travel with a certain destination,mari,
SN002291,to what,LX001031,
SN002292,leader,LX001032,
SN002293,what specifically?,LX001033,
SN002294,porridge,LX001034,made from wheat
SN002295,vacillatory person,LX001035,
SN002296,get close to,marmarami,
SN002297,name of male,marrasso,
SN002298,elect,LX001036,
SN002299,lead,LX001037,
SN002300,time,marro,
SN002301,prophet; interpreter of dreams,LX001038,
SN002302,prophet; interpreter of dreams,LX001039,
SN002303,interpret omens,masaali,
SN002304,interpretation of omens; prophesy,masaalo,
SN002305,think about omens,LX001040,
SN002306,book,masafa,
SN002307,person who testifies,LX001041,
SN002308,witness; testify,masakkari,
SN002309,surprising thing; wonder; proverb,masalo,
SN002310,be alarmed/shocked; be surprised,masi,
SN002311,be alarmed; be surprised,masillaabi,
SN002312,alarm; surprise,masille,
SN002313,fear,masille,
SN002314,lead (cattle with rope); lead someone blind,massagi,
SN002315,be taken,massami,
SN002316,take; carry; lead,massi,
SN002317,carry,massi,
SN002318,take for oneself; carry for oneself; lead for oneself,LX001042,
SN002319,Matthew,matibosi,name of man
SN002320,lieutenant; commander of hundred,LX001043,officer in the Ethiopian army or police
SN002321,lieutenant; commander of hundred,LX001044,
SN002322,mad person,LX001045,
SN002323,be crazy,LX001046,
SN002324,madness,LX001047,
SN002325,ear,LX001048,
SN002326,lose one´s virginity,LX001049,lit.: pierce the ears
SN002327,feel; be heard,LX001050,
SN002328,listen; hear,LX001051,
SN002329,spear,LX001052,"big, of Cineessa"
SN002330,cultivate the soil by cutting away shrub with knife; finish,LX001053,
SN002331,salt,LX001054,
SN002332,obey,mayyi_yi,
SN002333,plan for oneself,LX001055,
SN002334,sitting place made of leaves on the floor; bed,LX001056,
SN002335,bed,LX001056,
SN002336,female,meaa,
SN002337,women; females,meaate,
SN002338,woman,meaati,
SN002339,come near,meddi_yi,
SN002340,complete most of the work,LX001057,
SN002341,gadget to hold ensete leaf,LX001058,
SN002342,cut hair; shave,meedi,
SN002343,sift,meemiissi,
SN002344,sieve,meemo,
SN002345,women,meente,
SN002346,axe,meesanne,
SN002347,plank for scratching the enesete leaf,meeta,
SN002348,empty space; plateu,LX001059,
SN002349,cut the throat a little; harm,LX001060,harm (M)
SN002350,"chains of grass, leather, iron",LX001061,
SN002351,middle,mereeri,
SN002352,middle,mereerimma,
SN002353,persons or things in the middle,mereerimmoota,
SN002354,middle,mereero_1,
SN002355,between; among,mereero_2,
SN002356,Messiah,mesihi,
SN002357,song,mesimure,
SN002358,goat,LX001062,
SN002359,how many? how much?,LX001063,
SN002360,how many,LX001064,
SN002361,how many times?,LX001065,
SN002362,goat,LX001066,
SN002363,harvest,mida,
